,strain,serotype,serovar,isolation_source,country,state,collection_date,type_material,culture_collection,note,concat_pub
GCF_020530445.1,KSM185,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_002212965.1,PKUSS-11,NA,NA,NA,Japan,NA,NA,NA,NA,NA," 1. Meng,P., Lu,C., Lin,J. and Chen,F.  Exploring the genomic diversity and cariogenic differences of Streptococcus mutans strains through pan-genome and comparative genome analysis. Unpublished. 2. Meng,P., Lu,C., Lin,J. and Chen,F.  Direct Submission. Submitted (26-MAR-2017) Department of Orthodontics, Peking University School of Stomatology, 22th South Venue, Zhongguan Village, Beijing 100081, China. "
GCF_028326145.1,1001174st1_D8_RTP21191_200730,NA,NA,NA,USA,NA,2020-07-30,NA,NA,NA," 1. Chen-Liaw,A.  Human gut microbiome strain richness. Unpublished. 2. Chen-Liaw,A.  Direct Submission. Submitted (19-JAN-2023) Precision Immunology Institute, Icahn School of Medicine, 1470 Madison Ave, New York, NY 10029, USA. "
GCF_020529945.1,KSM106,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_000339995.1,W6,NA,NA,oral cavity,United Kingdom,NA,2006,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (07-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_008831365.1,UA140,NA,NA,Oral cavity,USA,Alabama,NA,NA,NA,NA," 1. Biswas,I.  Streptococcus mutans Genome sequencing and assembly. Unpublished. 2. Biswas,I.  Direct Submission. Submitted (27-SEP-2019) Department of Microbiology, Molecular Genetics and Immunology, University of Kansas Medical Center, 3901 Rainbow Blvd, Kansas City, KS 66160, USA. "
GCF_015668935.1,1001270H_150608_B10,NA,NA,stool,USA,NA,2015-06-08,NA,NA,NA," 1. Aggarwala,V. and Faith,J.  Quantification of discrete gut bacterial strains following fecal transplantation for recurrent Clostridioides difficile infection demonstrates long-term stable engraftment in non-relapsing recipients. Unpublished. 2. Aggarwala,V. and Faith,J.  Direct Submission. Submitted (22-SEP-2020) Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, 1470 Madison Ave, New York, NY 10029, USA. "
GCF_000347815.1,KK21,c,NA,enamel caries of an adult,Germany,Jena,NA,NA,NA,NA," 1. Song,L., Wang,W., Conrads,G., Rheinberg,A., Sztajer,H., Reck,M., Wagner-Dobler,I. and Zeng,A.P.  Genetic variability of mutans streptococci revealed by wide whole-genome sequencing. BMC Genomics 14, 430 (2013). 2. Song,L., Wang,W., Conrads,G., Wagner-Dobler,I. and Zeng,A.-P.  Direct Submission. Submitted (28-DEC-2012) Technical University of Hamburg-Harburg, Institute of Bioprocess and Biosystems Engineering, Denickestr.15, Hamburg 21071, Germany. "
GCF_026782765.1,B13010740,NA,NA,blood,Denmark,Roskilde,2013-01-01,NA,NA,NA," 1. Christensen,J., Jensen,C., Dargis,R., Nielsen,X., Pries- Heje,M., Wiingaard,C., Ihlemann,N., Gill,S., Bruun,N., Elming,H., Povlsen,J., Madsen,T., Jensen,K., Fuursted,K., Ostergaard,L., Christiansen,U., Rosenvinge,F., Helweg-Larsen,J., Fosbol,E., Kober,L., Torp-Pedersen,C., Tonder,N., Moser,C., Iversen,K. and Bundgaard,H.  Genomic identification of streptococcal strains and relation to clinical characteristics. A substudy to The Partial Oral Treatment of Endocarditis (POET) Trial. Med Res Arch 10 (9) (2022) In press. 2. Christensen,J.J.E., Jensen,C.S., Nielsen,X.C. and Dargis,R.  Direct Submission. Submitted (23-FEB-2022) Department of Clinical Microbiology, Region Zealand, Ingemannsvej 46, Slagelse 4200, Denmark. "
GCF_020529255.1,KSM114,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020529995.1,KSM103,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_000340135.1,SM4,NA,NA,oral cavity,China,HongKong,2001,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (07-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_002212935.1,PKUSS-9,NA,NA,NA,USA,NA,NA,NA,NA,NA," 1. Meng,P., Lu,C., Lin,J. and Chen,F.  Exploring the genomic diversity and cariogenic differences of Streptococcus mutans strains through pan-genome and comparative genome analysis. Unpublished. 2. Meng,P., Lu,C., Lin,J. and Chen,F.  Direct Submission. Submitted (26-MAR-2017) Department of Orthodontics, Peking University School of Stomatology, 22th South Venue, Zhongguan Village, Beijing 100081, China. "
GCF_000339055.1,S1B,NA,NA,oral cavity,Turkey,NA,2001,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (03-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_000229805.1,TCI-268,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_020529545.1,KSM231,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020529305.1,KSM117,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_032379915.1,14BP2,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_000339315.1,A9,NA,NA,oral cavity,United Kingdom,NA,2006,NA,NA,NA," 1. Cornejo,O.E., Lefebure,T., Bitar,P.D., Lang,P., Richards,V.P., Eilertson,K., Do,T., Beighton,D., Zeng,L., Ahn,S.J., Burne,R.A., Siepel,A., Bustamante,C.D. and Stanhope,M.J.  Evolutionary and population genomics of the cavity causing bacteria Streptococcus mutans. Mol Biol Evol 30 (4), 881-893 (2013). 2. Lefebure,T., Suzuki,H., Pavinski Bitar,P.D., Burne,R.A. and Stanhope,M.J.  Direct Submission. Submitted (10-JUL-2010) Population Medicine and Diagnostic Sciences, Cornell University, Ithaca, NY 14853, USA. "
GCF_000522665.1,B07Sm2,NA,NA,oral cavity,USA,NA,2003,NA,NA,NA," 1. Argimon,S., Konganti,K., Chen,H., Alekseyenko,A.V., Brown,S. and Caufield,P.W.  Comparative genomics of oral isolates of Streptococcus mutans by in silico genome subtraction does not reveal accessory DNA associated with severe early childhood caries. Infect Genet Evol 21, 269-278 (2014). 2. Argimon,S., Brown,S. and Caufield,P.  Direct Submission. Submitted (22-AUG-2012) New York University College of Dentistry, 345 East 24th St, New York, NY 10010, USA. "
GCF_000522745.1,B112SM-A,NA,NA,oral cavity,USA,NA,2009,NA,NA,NA," 1. Argimon,S., Konganti,K., Chen,H., Alekseyenko,A.V., Brown,S. and Caufield,P.W.  Comparative genomics of oral isolates of Streptococcus mutans by in silico genome subtraction does not reveal accessory DNA associated with severe early childhood caries. Infect Genet Evol 21, 269-278 (2014). 2. Argimon,S., Brown,S. and Caufield,P.  Direct Submission. Submitted (22-AUG-2012) New York University College of Dentistry, 345 East 24th St, New York, NY 10010, USA. "
GCF_032379015.1,25VCb3,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_000230185.1,TCI-92,NA,NA,dental plaque,Brazil,NA,2009,NA,NA,NA," 1. Snesrud,E.C., Bretz,W.A., Ong,K., Liu,J., Sanka,R., Singh,I., Venepally,P. and Peterson,S.N.  Direct Submission. Submitted (26-SEP-2011) The J. Craig Venter Institute, 9704 Medical Center Dr., Rockville, MD 20850, USA. "
GCF_020529275.1,KSM62,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_028325945.1,1001095st1_C11_1001095IJ_161003,NA,NA,NA,USA,NA,2016-10-03,NA,NA,NA," 1. Chen-Liaw,A.  Human gut microbiome strain richness. Unpublished. 2. Chen-Liaw,A.  Direct Submission. Submitted (19-JAN-2023) Precision Immunology Institute, Icahn School of Medicine, 1470 Madison Ave, New York, NY 10029, USA. "
GCF_020529625.1,KSM229,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_030739525.1,P18C3,c,NA,teeth,Colombia,Medellin,2017,NA,NA,NA," 1. Rincon-Rodriguez,R.J., Bedoya-Correa,C.M., Herrera-P,J.C. and Arboleda-Toro,D.  Difference in bacterial genomic variability between pulsed field electrophoresis and whole genome sequencing. Unpublished. 2. Rincon-Rodriguez,R.J.  Direct Submission. Submitted (05-MAY-2023) Facultad de Odontologia, Universidad de Antioquia, calle 70 No. 52 - 2, Medellin, Antioquia 050010, Colombia. "
GCF_020531465.1,KSM162,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020529825.1,KSM178,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020531445.1,KSM166,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Matsuo,M., Hisatsune,J., Sugai,M. and Komatsuzawa,H.  Direct Submission. Submitted (08-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_002212905.1,PKUSS-5,NA,NA,carious dentine,United Kingdom,England,1966,NA,NA,NA," 1. Meng,P., Lu,C., Lin,J. and Chen,F.  Exploring the genomic diversity and cariogenic differences of Streptococcus mutans strains through pan-genome and comparative genome analysis. Unpublished. 2. Meng,P., Lu,C., Lin,J. and Chen,F.  Direct Submission. Submitted (26-MAR-2017) Department of Orthodontics, Peking University School of Stomatology, 22th South Venue, Zhongguan Village, Beijing 100081, China. "
GCF_032378835.1,35DF2,NA,NA,saliva,France,CHUBordeaux,2019-04-20/2021-04-06,NA,NA,NA," 1. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Diversity of Streptococcus mutans in Parkinsonians'. Unpublished. 2. Claisse,O., Samot,J., Donnet,L., Le Henaff,C. and Badet,M.-C.  Direct Submission. Submitted (11-JUL-2022) Microbiologie, UR oenologie, 210 chemin de leysotte, Villenave d'Ornon 33140, France. "
GCF_012273155.1,FDAARGOS_685,NA,NA,ATCC Isolate,USA,VA,NA,NA,ATCC:25175D-5,NA," 1. Kerrigan,L., Long,C., Tallon,L., Sadzewicz,L., Vavikolanu,K., Mehta,A., Aluvathingal,J., Nadendla,S., Yan,Y. and Sichtig,H.  FDA dAtabase for Regulatory Grade micrObial Sequences (FDA-ARGOS): Supporting development and validation of Infectious Disease Dx tests. Unpublished. 2. Kerrigan,L., Long,C., Tallon,L., Sadzewicz,L., Vavikolanu,K., Mehta,A., Aluvathingal,J., Nadendla,S., Yan,Y. and Sichtig,H.  Direct Submission. Submitted (22-NOV-2019) Center for Devices and Radiological Health, US Food and Drug Administration, 10903 New Hampshire Avenue, Silver Spring, MD 20993-0002, USA. "
GCF_027683265.1,AF36-21BH,NA,NA,fecal material [ENVO:00002003],China,Shenzhen,2014-02-01,NA,NA,NA," 1. Lin,X., Hu,T., Chen,J., Liang,H., Zhou,J., Wu,Z., Ye,C., Jin,X., Xu,X., Zhang,W., Jing,X., Yang,T., Wang,J., Yang,H., Kristiansen,K., Xiao,L. and Zou,Y.  The genomic landscape of reference genomes of cultivated human gut bacteria. Unpublished. 2. Zou,Y., Lin,X. and Hu,T.  Direct Submission. Submitted (25-NOV-2022) BGI Reaserch, BGI-Shenzhen, Beishan Industrial Zone, Shenzhen 518083, China. "
GCF_020530105.1,KSM66,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_030739475.1,P21S6,c,NA,teeth,Colombia,Medellin,2017,NA,NA,NA," 1. Rincon Rodriguez,R.J.  Difference in bacterial genomic variability between pulsed field electrophoresis and whole genome sequencing. Unpublished. 2. Rincon Rodriguez,R.J.  Direct Submission. Submitted (28-APR-2023) Facultad de Odontologia, Universidad de Antioquia, Calle 70 No. 52 - 2, Medellin, Antioquia 050010, Colombia. "
GCF_020531085.1,KSM13,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_020529245.1,KSM124,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_026782745.1,B15029983,NA,NA,blood,Denmark,Roskilde,2015-01-01,NA,NA,NA," 1. Christensen,J., Jensen,C., Dargis,R., Nielsen,X., Pries- Heje,M., Wiingaard,C., Ihlemann,N., Gill,S., Bruun,N., Elming,H., Povlsen,J., Madsen,T., Jensen,K., Fuursted,K., Ostergaard,L., Christiansen,U., Rosenvinge,F., Helweg-Larsen,J., Fosbol,E., Kober,L., Torp-Pedersen,C., Tonder,N., Moser,C., Iversen,K. and Bundgaard,H.  Genomic identification of streptococcal strains and relation to clinical characteristics. A substudy to The Partial Oral Treatment of Endocarditis (POET) Trial. Med Res Arch 10 (9) (2022) In press. 2. Christensen,J.J.E., Jensen,C.S., Nielsen,X.C. and Dargis,R.  Direct Submission. Submitted (23-FEB-2022) Department of Clinical Microbiology, Region Zealand, Ingemannsvej 46, Slagelse 4200, Denmark. "
GCF_028326125.1,1001174st1_F4_RTP21191_200730,NA,NA,NA,USA,NA,2020-07-30,NA,NA,NA," 1. Chen-Liaw,A.  Human gut microbiome strain richness. Unpublished. 2. Chen-Liaw,A.  Direct Submission. Submitted (19-JAN-2023) Precision Immunology Institute, Icahn School of Medicine, 1470 Madison Ave, New York, NY 10029, USA. "
GCF_020529565.1,KSM171,NA,NA,oral cavity,Japan,NA,2011-01/2011-08,NA,NA,NA," 1. Watanabe,A., Kawada-Matsuo,M., Le,M.N., Hisatsune,J., Oogai,Y., Nakano,Y., Nakata,M., Miyawaki,S., Sugai,M. and Komatsuzawa,H.  Comprehensive analysis of bacteriocins in Streptococcus mutans. Sci Rep 11 (1), 12963 (2021). 2. Le,M.N.T., Komatsuzawa,H. and Matsuo,M.  Direct Submission. Submitted (07-OCT-2021) Bacteriology, Hiroshima University, 1-2-3 Kasumi Minami-ku, Hiroshima, Hiroshima 7348551, Japan. "
GCF_018619415.1,E681,NA,NA,eye,USA,"Pittsburgh,PA",NA,NA,NA,NA," 1. Marquart,M.E. and Hellman,K.T.  Viridans group Streptococcus endophthalmitis isolates. Unpublished. 2. Marquart,M.E. and Hellman,K.T.  Direct Submission. Submitted (26-MAY-2021) Microbiology and Immunology, University of Mississippi Medical Center, 2500 N State Street, Jackson, MS 39216-4505, USA. "
GCF_002212925.1,PKUSS-8,NA,NA,dental plaque,Sweden,NA,1966,NA,NA,NA," 1. Meng,P., Lu,C., Lin,J. and Chen,F.  Exploring the genomic diversity and cariogenic differences of Streptococcus mutans strains through pan-genome and comparative genome analysis. Unpublished. 2. Meng,P., Lu,C., Lin,J. and Chen,F.  Direct Submission. Submitted (26-MAR-2017) Department of Orthodontics, Peking University School of Stomatology, 22th South Venue, Zhongguan Village, Beijing 100081, China. "
GCF_018588785.1,Smu20,NA,NA,NA,USA,Florida,2017,NA,NA,NA," 1. Shields,R.C., Chan,V., Kaspar,J.R., Velsko,I.M., Richards,V.P. and Burne,R.A.  MreCD are required for correct cell shape, biofilm architecture and interspecies competition in Streptococcus mutans. Unpublished. 2. Shields,R.C., Velsko,I.M., Richards,V.P. and Burne,R.A.  Direct Submission. Submitted (08-FEB-2021) Oral Biology, University of Florida, 1395 Center Dr, Gainesville, FL 32610-3006, USA. "
